6824, 4
6892, 4
7016, 18
7267, 4
7268, 4
7546, 4
7860, 4
9451, 4
9452, 4
9655, 4
10192, 4
10749, 4
11244, 18
12294, 4
12295, 4
12296, 4
12753, 18
14654, 4
14655, 4
15192, 4
15193, 4
15731, 24
16556, 4
17748, 18
23, 22
24, 22
25, 22
26, 22
2710, 22
2711, 22
2793, 22
2794, 22
8305, 22
8306, 22
8307, 22
16626, 22
1786, 32
9367, 22
12678, 21
16895, 22
16896, 22
27, 28
28, 28
29, 28
30, 28
31, 28
32, 28
956, 33
1706, 32
2193, 28
5115, 28
5825, 28
6103, 28
6104, 28
8871, 28
8872, 28
8873, 28
9575, 28
9576, 28
9906, 28
11847, 32
13535, 28
13536, 28
13537, 28
13538, 28
17801, 28
17802, 28
17803, 28
17804, 28
304, 28
403, 3
465, 17
471, 28
475, 16
1909, 28
2249, 28
4492, 22
5116, 28
5117, 28
5213, 65
7697, 28
7698, 28
7699, 28
7700, 28
9762, 28
9905, 28
12999, 28
13000, 28
13688, 28
14365, 28
14366, 28
15037, 28
16120, 28
16776, 28
16848, 28
17656, 28
808, 20
33, 3
34, 3
35, 8
7849, 3
7850, 3
7851, 3
212, 8
557, 35
729, 8
736, 8
1180, 35
2080, 13
2330, 13
2698, 35
2699, 35
3628, 35
3759, 8
3769, 13
10157, 13
10743, 8
12176, 8
12177, 8
12243, 8
15805, 8
15806, 8
17536, 13
36, 4
37, 4
39, 4
768, 36
1858, 4
1860, 4
1861, 4
1995, 4
2493, 4
2770, 4
3030, 22
3141, 4
3142, 4
3855, 4
4966, 4
5490, 22
6845, 4
9481, 22
15729, 4
15730, 4
16038, 4
40, 36
41, 36
42, 36
143, 36
144, 36
711, 24
1186, 36
1507, 36
1508, 36
1509, 36
1809, 36
4052, 36
4756, 11
4777, 22
4844, 36
5899, 36
5901, 36
6244, 11
6617, 36
6618, 36
6619, 36
7181, 36
7250, 36
7578, 36
9463, 36
9829, 36
10678, 36
10765, 36
12446, 36
17527, 36
17528, 36
17529, 36
1181, 36
1182, 36
1183, 36
1184, 36
1185, 36
2824, 12
3854, 36
17943, 36
535, 22
2738, 37
3611, 33
4811, 33
43, 33
44, 33
63, 33
62, 33
105, 38
270, 10
461, 20
748, 4
749, 4
1217, 33
1377, 33
1442, 33
1634, 33
1856, 20
1857, 33
2173, 4
2209, 4
2565, 3
2658, 33
2729, 33
2831, 20
2994, 33
2995, 33
3148, 33
3411, 17
4026, 8
4784, 5
5017, 33
5065, 20
5459, 33
5589, 33
5591, 33
5844, 33
6564, 33
6565, 33
6566, 33
6567, 33
6568, 33
7280, 33
7281, 33
8013, 1
8099, 33
8966, 1
9125, 33
9196, 33
9262, 33
9534, 33
9535, 33
10808, 33
11301, 1
11944, 33
12328, 1
13060, 33
13702, 20
13703, 20
13800, 33
13801, 33
16587, 33
16588, 33
16589, 33
16590, 33
16591, 33
16852, 33
45, 27
46, 27
47, 27
48, 27
49, 27
50, 27
11449, 27
1515, 23
1625, 23
6852, 27
6853, 27
9250, 27
9808, 27
9809, 27
9810, 27
1433, 3
4015, 27
5260, 27
5261, 66
5262, 27
6225, 3
8259, 27
9249, 27
9444, 27
10046, 27
10047, 27
10048, 27
12623, 27
13641, 27
13642, 27
14407, 27
16934, 27
17043, 27
17044, 27
17781, 27
17782, 27
3194, 66
3195, 66
3196, 66
3197, 66
1234, 27
2973, 27
2974, 27
2975, 27
4274, 24
6077, 27
6460, 27
6461, 27
17051, 27
17052, 27
17053, 27
51, 41
52, 41
2189, 41
4591, 41
7518, 41
12383, 41
12384, 41
12385, 41
12386, 41
12387, 41
17087, 41
53, 10
54, 10
55, 10
56, 10
57, 10
58, 10
59, 10
2654, 10
4025, 4
6212, 10
7909, 10
7910, 10
7911, 10
9089, 10
11982, 10
15629, 10
15630, 10
388, 10
5245, 10
9090, 10
109, 42
117, 17
118, 17
299, 17
646, 42
649, 42
685, 28
735, 43
781, 35
844, 8
1360, 35
1684, 10
1759, 42
1813, 35
2079, 17
2441, 1
2655, 10
2986, 17
3517, 10
3575, 8
3729, 24
3730, 11
3731, 17
3732, 17
3733, 17
4660, 23
4779, 20
4780, 20
7091, 10
8734, 8
9091, 10
9111, 23
9522, 10
9714, 35
9789, 8
10964, 10
16179, 10
2255, 17
8057, 10
9088, 10
9092, 10
9093, 10
9094, 10
60, 33
61, 33
1367, 33
1368, 33
2274, 33
4231, 33
5248, 18
5750, 33
7920, 33
258, 8
259, 17
984, 4
1146, 42
2157, 22
2158, 22
2730, 33
2733, 33
3060, 33
3355, 44
4035, 44
4609, 33
5307, 45
5321, 33
5555, 45
6441, 17
8024, 45
8850, 46
11706, 45
11861, 17
11873, 17
13799, 26
14042, 33
14675, 33
14676, 33
15287, 33
17370, 33
17371, 33
245, 59
628, 1
969, 12
1040, 33
1061, 4
2264, 33
2732, 33
2901, 11
3012, 11
3364, 11
3454, 45
3659, 45
4757, 3
4816, 11
5121, 33
5404, 33
5756, 11
6277, 11
6690, 33
6735, 1
6749, 11
7991, 33
9438, 1
10632, 106
14572, 4
16529, 33
16530, 33
16531, 33
16532, 33
17209, 3
64, 48
65, 48
66, 48
67, 44
68, 44
1135, 17
2397, 44
3354, 44
5232, 44
5513, 1
7090, 44
9869, 44
15000, 44
13013, 44
69, 49
70, 49
71, 66
72, 66
111, 66
277, 3
278, 3
6296, 3
7095, 66
9580, 23
11163, 66
17712, 66
565, 66
574, 66
704, 4
705, 66
1236, 42
1237, 4
1309, 66
1534, 4
2402, 16
3183, 66
3184, 66
3185, 66
3403, 10
4393, 4
6258, 66
6324, 66
7528, 50
8992, 66
8993, 66
9627, 66
11424, 66
11824, 66
12100, 50
14580, 66
17168, 66
73, 51
74, 51
1060, 51
1615, 51
1618, 51
4424, 51
4425, 51
5386, 51
5387, 51
5977, 51
5978, 51
5982, 51
6406, 51
6486, 51
6487, 51
6925, 51
7488, 51
7864, 51
9358, 51
9759, 51
10176, 51
11683, 51
11786, 51
11787, 51
12675, 51
12676, 51
12700, 51
12701, 51
14114, 51
15133, 51
15425, 51
15426, 51
15440, 51
15441, 51
16915, 51
16916, 51
402, 22
11233, 51
11234, 51
13592, 51
75, 53
76, 53
77, 53
367, 53
479, 23
1733, 23
2671, 53
2672, 53
2673, 53
2674, 53
5855, 53
10473, 53
10475, 53
10476, 53
10672, 23
15194, 53
15195, 53
16847, 53
78, 24
79, 24
80, 24
712, 24
713, 24
1354, 24
1355, 24
1356, 24
1714, 24
1715, 24
1716, 24
2212, 24
3244, 24
3245, 24
3561, 24
3714, 24
4830, 24
5028, 24
5224, 24
6039, 24
6040, 24
6041, 24
7183, 24
7771, 24
7772, 24
7773, 24
7917, 24
8308, 24
8309, 24
10318, 24
10319, 24
11243, 24
16043, 24
16861, 24
81, 33
82, 33
83, 32
601, 33
1527, 8
2700, 26
2740, 33
3137, 26
3138, 26
3139, 26
3140, 26
5061, 32
5964, 32
7705, 57
9351, 33
9362, 33
9363, 33
10937, 32
11401, 50
12598, 33
99, 33
464, 33
492, 42
600, 33
602, 27
603, 42
616, 4
641, 42
750, 33
875, 33
901, 4
1010, 42
1073, 27
1089, 44
1241, 33
1242, 4
1584, 42
1617, 33
1711, 37
1802, 4
1887, 33
2162, 33
2208, 44
2317, 33
2357, 33
2410, 33
2460, 4
2503, 42
2566, 17
2921, 33
3068, 33
3286, 33
3372, 33
3755, 33
3903, 33
4161, 33
4162, 33
4163, 33
4164, 33
4302, 50
4303, 50
4694, 33
4695, 4
4752, 33
4926, 29
4928, 29
5101, 4
5120, 33
5123, 33
5197, 33
6306, 88
6457, 33
7053, 33
7054, 33
7055, 33
7178, 33
7186, 33
7815, 33
7995, 33
8373, 26
9406, 33
10218, 12
10675, 33
10690, 33
11483, 33
11514, 33
11515, 33
11553, 4
12355, 33
12428, 50
12793, 33
13690, 33
14180, 33
14181, 33
14182, 33
14245, 33
15318, 33
15684, 33
15718, 33
16096, 33
16097, 33
16098, 33
16502, 33
17357, 42
17358, 42
17359, 42
17360, 42
17478, 33
213, 8
542, 32
782, 35
865, 32
866, 32
867, 32
923, 32
1205, 106
1382, 17
1443, 32
1444, 42
1481, 8
1503, 32
2728, 32
3324, 32
3937, 29
3938, 32
3939, 32
4214, 1
4656, 17
5062, 32
5897, 32
6798, 32
7316, 32
8512, 32
9765, 32
9766, 32
12646, 32
15124, 32
15811, 32
15812, 32
16450, 32
84, 8
85, 8
86, 8
940, 8
1930, 8
6394, 8
7884, 8
7885, 8
13720, 8
15282, 8
15283, 8
15284, 8
939, 11
3175, 88
3905, 8
3906, 8
10351, 11
87, 26
88, 26
89, 26
2544, 9
4243, 9
195, 33
196, 33
445, 26
1376, 33
1425, 26
2545, 9
7934, 26
12818, 26
13497, 26
13933, 9
15573, 33
15574, 33
17933, 26
17934, 26
17935, 26
17936, 26
90, 58
91, 58
3965, 58
3970, 58
3972, 58
4090, 58
5302, 58
6936, 58
7048, 58
12628, 18
14222, 58
15872, 58
15942, 18
92, 35
93, 18
306, 13
681, 28
682, 28
926, 35
1229, 18
1646, 35
1648, 35
1812, 35
1879, 35
1880, 35
7043, 35
9874, 35
11906, 35
11907, 35
481, 18
484, 18
1504, 18
1505, 18
1506, 18
5415, 18
7252, 18
9813, 18
10165, 18
15251, 18
15281, 18
15665, 18
17173, 18
17174, 18
94, 4
95, 4
96, 4
4943, 4
708, 31
935, 24
1528, 4
7654, 4
7871, 4
11884, 24
15320, 4
97, 24
98, 24
4973, 24
5427, 24
15672, 24
17773, 24
17799, 24
100, 11
3010, 11
4204, 11
6616, 33
10850, 26
12492, 26
13015, 26
158, 11
1728, 11
3011, 11
3452, 11
3779, 11
101, 4
102, 4
103, 4
2083, 4
4476, 4
4477, 4
4562, 4
4812, 4
7454, 4
7455, 4
14095, 4
10255, 27
12167, 106
104, 20
440, 3
558, 20
559, 20
560, 20
561, 20
562, 20
563, 20
1561, 20
1562, 20
1563, 20
8104, 37
12203, 51
13769, 51
254, 106
300, 33
515, 57
2776, 38
3291, 23
4401, 38
5766, 38
5885, 38
6221, 38
9558, 38
9622, 35
10313, 50
16577, 38
16597, 38
106, 19
107, 19
151, 31
821, 19
822, 19
902, 20
2166, 19
2352, 19
3201, 19
4043, 19
4860, 4
5335, 17
5588, 19
9060, 19
9917, 19
13392, 19
13393, 19
13737, 19
13750, 19
16362, 31
16766, 19
17213, 19
17449, 19
2010, 19
3061, 19
6074, 19
12057, 19
13738, 19
14426, 19
16417, 19
17495, 19
108, 51
2027, 51
2148, 51
2275, 33
5348, 21
6031, 51
7567, 51
149, 17
309, 16
313, 30
480, 8
648, 42
1253, 33
1679, 37
1792, 4
1793, 4
2073, 42
3077, 42
3098, 17
3204, 17
4017, 17
4239, 8
4240, 42
4312, 17
4412, 10
8726, 4
12081, 4
15701, 42
16902, 4
16903, 4
110, 66
113, 4
114, 4
115, 4
619, 32
743, 4
1211, 4
1271, 4
1586, 4
1660, 4
1994, 4
1996, 4
2898, 11
2916, 4
3188, 22
3260, 4
3984, 27
5432, 11
5535, 4
5702, 4
6151, 4
6498, 4
6509, 4
6712, 4
6713, 4
10493, 20
13315, 4
15358, 4
15732, 4
17471, 4
3115, 4
3371, 4
3591, 4
6030, 4
7745, 4
8146, 4
10106, 4
10240, 4
16652, 4
16653, 4
17272, 4
17496, 4
116, 17
952, 17
4774, 17
6129, 17
6915, 17
7245, 8
8900, 17
8901, 17
8902, 17
10761, 17
12741, 17
12742, 17
15070, 17
15071, 17
327, 17
328, 17
329, 32
494, 42
846, 17
1883, 42
2499, 42
5684, 50
5773, 17
5774, 17
5776, 17
6034, 16
8752, 35
9485, 17
9731, 50
9732, 50
9769, 17
9770, 17
10342, 17
119, 23
120, 16
651, 106
1798, 16
2023, 42
2024, 42
6935, 17
8145, 17
10042, 42
13042, 17
13150, 17
13151, 17
13152, 17
14740, 17
16166, 42
169, 8
222, 32
495, 42
516, 42
945, 50
1095, 8
1149, 42
1428, 43
1449, 35
2138, 23
2332, 23
3310, 35
3925, 35
5753, 13
5770, 10
6526, 23
6883, 23
7244, 8
7375, 44
7919, 23
8117, 23
8674, 32
9490, 23
9817, 42
10321, 23
11214, 23
15838, 23
1158, 16
1161, 16
121, 62
122, 62
123, 62
124, 63
125, 63
126, 63
401, 63
3416, 63
3417, 63
12567, 63
127, 31
128, 42
129, 31
134, 16
176, 8
210, 8
431, 31
432, 31
472, 8
473, 8
474, 8
737, 8
1020, 23
1501, 31
1571, 31
1795, 32
2293, 1
3995, 1
4154, 8
6670, 31
6671, 31
6672, 31
9269, 42
15515, 31
15516, 31
458, 42
731, 8
2844, 42
3743, 42
4276, 8
6550, 42
10931, 42
10932, 42
12208, 42
16400, 42
16401, 42
17008, 42
1502, 31
12906, 31
12907, 31
15295, 31
17333, 31
130, 12
131, 37
132, 37
488, 12
669, 12
1297, 12
1593, 42
2825, 12
2970, 12
3149, 12
5571, 12
8508, 12
9907, 37
14197, 37
133, 16
136, 16
3357, 90
186, 16
344, 16
407, 16
409, 16
1524, 16
1721, 42
2135, 23
2836, 17
2891, 16
3540, 45
5077, 16
5845, 16
6722, 23
6994, 23
7241, 16
8569, 16
8570, 16
13959, 16
13960, 16
14924, 16
15540, 16
337, 17
765, 44
1683, 17
2011, 16
3203, 22
3497, 16
3719, 26
3721, 26
4762, 16
4763, 16
5267, 53
6203, 16
6204, 16
6822, 16
7187, 32
9736, 57
10784, 16
10788, 26
10789, 26
11106, 16
11416, 16
12360, 16
12543, 16
12544, 16
12569, 16
13591, 16
16109, 16
17418, 16
17924, 16
392, 29
4761, 16
4980, 16
7468, 65
8443, 16
10416, 20
13547, 16
13548, 16
137, 3
138, 3
139, 3
273, 66
518, 28
530, 3
531, 3
577, 66
699, 66
820, 3
1251, 3
1252, 3
1338, 24
2299, 106
2386, 106
2822, 3
2823, 3
3279, 8
3893, 3
3983, 23
4085, 32
4570, 33
4616, 66
5392, 66
5642, 23
5944, 20
6360, 3
6767, 3
6827, 3
7389, 3
7390, 3
7544, 3
9055, 3
9142, 4
9177, 4
9178, 4
9263, 66
9935, 27
11338, 13
13687, 3
13962, 3
14570, 3
15209, 3
15455, 3
15669, 3
15750, 3
15751, 3
16023, 3
16721, 3
140, 17
142, 17
2520, 17
257, 17
769, 17
1191, 32
1280, 17
1281, 17
1282, 17
1468, 44
1818, 29
2234, 32
2297, 23
3630, 50
3631, 50
3632, 50
3633, 50
3783, 17
3897, 17
4121, 32
4185, 3
4345, 17
5246, 17
6158, 50
7132, 17
7287, 17
7750, 17
7904, 10
8509, 17
8510, 17
9137, 17
9138, 17
9139, 17
9715, 17
9945, 106
11040, 17
11945, 17
11946, 17
11947, 17
12010, 17
12058, 17
12059, 17
12060, 17
12061, 17
12554, 32
12555, 32
12556, 32
13648, 50
13902, 17
1674, 17
2094, 106
146, 106
205, 18
325, 18
376, 28
851, 21
1163, 10
1204, 17
1414, 18
1666, 29
1667, 29
1729, 30
1912, 18
2004, 18
2005, 18
2006, 18
2281, 18
4876, 18
5289, 18
5290, 18
5291, 35
6422, 18
7018, 29
7315, 18
8469, 18
9442, 18
11080, 32
12262, 18
12263, 18
15473, 18
1342, 106
2458, 106
2501, 106
147, 42
148, 42
2022, 42
2171, 17
11318, 42
780, 17
912, 1
1103, 30
1426, 17
1427, 17
1635, 17
2169, 17
2170, 17
2446, 8
3097, 17
4016, 17
5204, 17
5205, 17
5206, 17
5622, 17
7134, 17
7402, 17
7635, 17
7636, 17
7637, 17
7638, 17
7639, 17
7640, 17
7641, 17
8589, 17
9018, 17
9019, 17
9061, 17
9369, 8
10278, 17
12404, 17
13506, 17
14517, 17
14518, 17
15023, 17
15024, 17
16680, 17
17308, 17
17309, 17
17951, 17
150, 33
152, 33
2273, 33
2276, 33
5371, 33
5372, 43
6115, 33
10232, 33
10233, 33
375, 37
607, 4
1063, 17
1064, 10
2232, 17
2233, 17
3808, 31
4048, 31
4128, 31
6420, 4
6691, 31
6692, 31
7321, 31
7755, 31
7756, 31
8147, 31
8148, 31
8319, 31
8320, 31
8321, 31
8552, 31
8606, 33
8812, 31
13016, 31
14946, 31
14947, 31
15509, 31
16264, 31
16265, 31
17082, 31
153, 20
154, 20
155, 20
1543, 5
1544, 5
12392, 20
1321, 20
2914, 20
3387, 20
3388, 20
3389, 20
4022, 20
4023, 20
4335, 20
4649, 20
4978, 20
5562, 20
5748, 20
5923, 20
7075, 20
11879, 20
12149, 20
13333, 20
14842, 20
15715, 33
15716, 33
156, 4
157, 4
796, 4
2091, 4
2495, 4
2496, 4
4103, 4
4104, 4
5156, 4
6575, 4
8450, 4
9656, 4
12019, 4
12157, 4
13309, 4
13698, 4
315, 4
316, 4
8089, 29
9657, 4
11971, 29
12145, 53
12864, 4
12865, 4
16897, 53
16898, 53
17743, 4
159, 11
160, 11
1884, 11
4586, 18
17435, 11
161, 8
162, 8
163, 11
164, 58
165, 8
166, 8
167, 8
168, 8
170, 8
171, 8
172, 8
173, 8
174, 8
1134, 58
1328, 8
1329, 8
2263, 58
4088, 58
8947, 20
15215, 58
15216, 58
181, 8
636, 8
637, 20
1169, 8
1247, 8
1803, 8
1804, 8
2835, 8
3390, 8
3413, 8
4037, 8
4142, 8
4143, 8
4144, 8
4145, 8
4146, 8
4147, 8
4148, 8
4149, 8
4150, 8
4153, 8
4155, 8
7243, 8
9364, 8
10844, 8
10845, 8
425, 9
1120, 9
1339, 11
1340, 11
2897, 11
3220, 11
3221, 11
3222, 11
3223, 11
6535, 11
7157, 57
9118, 11
9839, 11
11919, 11
12787, 11
16220, 11
16221, 11
478, 58
709, 58
710, 58
1833, 8
2622, 58
2623, 58
2624, 58
2625, 58
3844, 58
3968, 58
3971, 58
4087, 58
4089, 58
4573, 58
4574, 58
4725, 58
4862, 4
4863, 58
4864, 58
5301, 58
5669, 58
7047, 58
7049, 58
9587, 58
11953, 58
12590, 58
12591, 58
15090, 58
15091, 58
17490, 58
17738, 58
1034, 106
1141, 20
1142, 20
2031, 42
2523, 20
3880, 20
3881, 20
10109, 106
13968, 18
1053, 21
1054, 21
1055, 21
180, 20
311, 8
363, 32
730, 8
732, 8
733, 8
734, 8
738, 106
792, 20
794, 20
1093, 44
1148, 12
1177, 20
1240, 20
1284, 8
1318, 20
1319, 33
1320, 33
1408, 44
1441, 8
1590, 20
1650, 35
1805, 8
2753, 20
2847, 23
3274, 12
3506, 20
3508, 20
3602, 20
4438, 8
5860, 20
5861, 20
6038, 20
6051, 20
6185, 8
6451, 8
7246, 8
7247, 8
7248, 8
7249, 8
7258, 20
8424, 20
8693, 32
9393, 8
10285, 20
10370, 8
11472, 20
12352, 66
13485, 32
13486, 32
13487, 32
13488, 32
13682, 1
15080, 8
175, 8
2449, 8
3212, 8
3213, 8
3214, 8
3215, 8
3216, 8
3498, 32
4314, 24
4315, 24
4630, 32
2036, 8
2271, 8
2510, 24
3182, 8
5393, 8
6145, 8
6146, 8
6301, 8
6838, 8
7683, 18
8019, 8
8722, 17
8723, 17
8724, 17
9022, 8
9961, 18
9962, 18
10425, 8
10744, 8
10974, 8
11441, 8
17916, 8
17917, 8
177, 36
178, 36
179, 22
219, 36
2084, 36
2085, 36
3226, 36
3340, 66
3770, 36
3771, 14
3927, 36
5097, 36
5098, 36
5099, 36
5976, 36
7593, 66
9941, 36
1150, 12
1754, 4
1774, 23
1933, 36
1934, 36
2459, 88
3251, 12
3585, 36
3586, 36
4336, 4
4582, 26
5167, 32
7114, 12
8156, 36
8888, 32
11549, 36
11793, 36
13934, 28
16019, 23
16283, 36
741, 22
1736, 22
2227, 22
2254, 4
4711, 23
4798, 22
13305, 23
214, 66
4700, 20
5322, 20
5324, 20
1785, 19
2592, 19
6688, 19
182, 37
183, 37
184, 37
185, 37
1276, 44
1663, 51
1741, 5
2456, 36
4313, 37
5500, 37
6173, 37
7651, 37
8074, 37
8103, 37
8105, 37
8106, 37
8107, 37
9709, 51
12080, 37
14603, 37
15679, 37
16770, 37
16771, 37
2229, 21
2364, 37
3210, 37
3211, 44
5272, 13
5273, 4
5274, 13
6116, 37
6419, 37
8596, 37
8597, 37
10485, 37
2313, 28
3528, 37
4478, 37
8345, 37
8346, 37
8347, 37
11391, 51
11839, 3
13164, 37
13165, 37
13166, 37
15446, 37
15974, 37
5240, 37
5241, 37
8436, 4
8437, 4
14162, 4
187, 12
6887, 12
14771, 16
809, 12
1294, 12
1295, 12
1296, 12
1298, 12
1779, 12
1780, 12
2450, 12
2601, 12
2602, 12
2990, 29
2991, 29
3751, 12
4076, 29
4077, 29
4627, 12
4733, 12
4952, 12
6063, 12
6217, 12
8507, 12
9162, 12
10397, 29
10398, 29
10399, 29
10400, 29
12200, 12
13085, 12
13086, 12
13087, 12
13088, 12
15435, 12
16558, 12
188, 67
189, 67
190, 67
191, 67
192, 67
193, 67
194, 67
3379, 67
3380, 67
3718, 67
6753, 37
7166, 19
8721, 67
10691, 67
10692, 67
10693, 67
11998, 4
15747, 67
16876, 67
16877, 67
1700, 67
2534, 67
3414, 67
7238, 67
7239, 67
14093, 67
16491, 9
197, 20
198, 20
536, 20
1760, 23
1847, 23
1848, 23
2910, 66
6414, 20
6415, 20
6416, 20
8410, 65
9594, 23
10839, 23
10840, 23
16769, 20
539, 20
540, 20
2913, 20
3656, 20
10361, 20
10362, 20
199, 3
200, 3
201, 106
202, 3
215, 66
411, 66
434, 66
1676, 31
2298, 106
2300, 106
5326, 106
7078, 66
7927, 106
14954, 66
17588, 106
688, 3
689, 3
1966, 66
2165, 63
3495, 3
3496, 3
4734, 3
4735, 3
6169, 66
6480, 3
6481, 3
6482, 3
6483, 3
8112, 3
8565, 66
10755, 66
10756, 66
11166, 3
14311, 3
15162, 3
16149, 3
17516, 3
17517, 3
17518, 3
17519, 3
203, 1
204, 1
343, 50
911, 1
1378, 1
1379, 1
1497, 1
1993, 50
12028, 1
13943, 1
11219, 1
11220, 1
11221, 1
206, 18
207, 18
208, 18
209, 18
8972, 18
8973, 18
8974, 18
11856, 18
211, 32
819, 8
4443, 8
5853, 8
7176, 8
10306, 8
11702, 8
14134, 8
14135, 8
305, 32
855, 44
1669, 23
1672, 23
2906, 32
10107, 32
10108, 32
11489, 32
2603, 8
2062, 8
8968, 8
12540, 8
216, 66
217, 66
1283, 66
3778, 11
5323, 20
5419, 66
16222, 20
412, 66
548, 66
579, 66
580, 66
1323, 66
1402, 66
1431, 17
1459, 66
1460, 66
1762, 66
2380, 66
2830, 66
4003, 66
4004, 66
4168, 66
4657, 66
4819, 66
4820, 66
7009, 32
7263, 28
8807, 66
8813, 66
9033, 66
9517, 59
10404, 66
13894, 66
15034, 66
15035, 66
15155, 66
16251, 66
3921, 4
8472, 66
251, 24
252, 66
545, 66
976, 66
1335, 24
1336, 24
1337, 24
1358, 24
1827, 66
2488, 1
2524, 66
2525, 66
2718, 66
2735, 66
2817, 3
3036, 66
3240, 1
3525, 66
4595, 66
4672, 24
4937, 66
4938, 66
5416, 66
5417, 66
5661, 66
5662, 66
5693, 66
5694, 66
7823, 66
8136, 1
8412, 65
8460, 24
8948, 66
8989, 1
8990, 1
8991, 1
9028, 1
9965, 1
10590, 66
10689, 66
11777, 66
13021, 1
220, 11
797, 4
2048, 19
2479, 36
3396, 22
4057, 36
4058, 36
1075, 17
1277, 88
1490, 28
1908, 42
2279, 11
2818, 11
4072, 36
4215, 11
6611, 67
6612, 67
7212, 11
9804, 11
12053, 11
221, 32
839, 16
1043, 32
1044, 32
1045, 16
1046, 32
1047, 32
1145, 8
4189, 32
4341, 32
4758, 16
4759, 16
9244, 32
10210, 32
10754, 32
11951, 16
11952, 16
13440, 32
14348, 32
14349, 32
14350, 32
14791, 32
14792, 32
15129, 32
310, 42
453, 23
584, 32
585, 18
823, 32
873, 42
967, 29
1094, 32
1132, 32
1133, 32
1542, 32
1852, 32
2014, 32
2716, 32
2905, 32
3134, 32
3493, 30
3514, 42
3660, 32
3790, 32
3864, 18
4073, 32
4106, 32
4107, 32
4385, 32
4668, 32
4669, 32
5501, 32
5577, 32
5736, 32
5950, 32
6574, 32
6819, 32
7046, 32
7858, 32
7964, 32
7965, 32
8036, 44
8056, 9
8543, 32
8609, 13
